CERES - EBAFTOA421 Data
Parameter: TOA Longwave Flux - All-Sky (W m-2)
Time Range: March - 2000 to January - 2026
Time Resolution: MON
2010 07 244.07
2010 08 244.62
2010 09 242.73
2010 10 240.23
2010 11 238.70
2010 12 237.21
2011 01 236.65
2011 02 237.93
2011 03 238.49
2011 04 238.42
2011 05 239.60
2011 06 242.39
2011 07 244.59
2011 08 244.85
2011 09 243.79
2011 10 239.86
2011 11 237.64
2011 12 237.05
2012 01 237.16
2012 02 236.68
2012 03 237.64
2012 04 238.08
2012 05 240.62
2012 06 243.34
2012 07 243.68
2012 08 243.96
2012 09 242.98
2012 10 240.76
2012 11 237.59
2012 12 236.45
2013 01 238.06
2013 02 238.00
2013 03 237.67
2013 04 238.97
2013 05 240.41
2013 06 242.82
2013 07 243.56
2013 08 244.56
2013 09 242.74
2013 10 240.86
2013 11 237.79
2013 12 237.32
2014 01 237.60
2014 02 238.00
2014 03 238.48
2014 04 238.70
2014 05 240.25
2014 06 243.09
2014 07 244.60
2014 08 244.40
2014 09 242.74
2014 10 240.74
2014 11 238.02
2014 12 237.02
2015 01 238.27
2015 02 238.20
2015 03 238.12
2015 04 239.15
2015 05 240.78
2015 06 242.94
2015 07 244.49
2015 08 244.50
2015 09 243.09
2015 10 241.15
2015 11 238.36
2015 12 237.63
2016 01 238.11
2016 02 239.69
2016 03 238.85
2016 04 240.25
2016 05 241.05
2016 06 242.58
2016 07 244.51
2016 08 244.44
2016 09 243.12
2016 10 240.95
2016 11 238.34
2016 12 237.23
2017 01 238.29
2017 02 238.64
2017 03 238.51
2017 04 240.10
2017 05 241.50
2017 06 242.99
2017 07 244.69
2017 08 244.27
2017 09 243.41
2017 10 240.74
2017 11 238.04
2017 12 237.44
2018 01 237.29
2018 02 237.09
2018 03 238.40
2018 04 239.24
2018 05 240.94
2018 06 243.38
2018 07 244.40
2018 08 243.99
2018 09 242.82
2018 10 240.29
2018 11 237.79
2018 12 237.12
2019 01 237.54
2019 02 238.37
2019 03 238.94
2019 04 239.51
2019 05 241.33
2019 06 242.81
2019 07 244.79
2019 08 244.91
2019 09 243.56
2019 10 240.66
2019 11 238.37
2019 12 238.42
2020 01 237.68
2020 02 239.02
2020 03 239.02
2020 04 239.77
2020 05 241.86
2020 06 243.74
2020 07 244.46
2020 08 244.86
2020 09 243.49
2020 10 240.75
2020 11 239.41
2020 12 237.84
2021 01 237.53
2021 02 238.63
2021 03 238.41
2021 04 238.66
2021 05 240.57
2021 06 242.54
2021 07 244.10
2021 08 244.61
2021 09 242.61
2021 10 240.96
2021 11 238.27
2021 12 237.41
2022 01 237.40
2022 02 238.78
2022 03 238.57
2022 04 240.08
2022 05 241.50
2022 06 243.10
2022 07 244.79
2022 08 243.96
2022 09 242.96
2022 10 240.67
2022 11 238.47
2022 12 237.29
2023 01 238.17
2023 02 238.41
2023 03 238.84
2023 04 238.81
2023 05 240.09
2023 06 243.92
2023 07 245.59
2023 08 246.01
2023 09 244.61
2023 10 242.53
2023 11 239.30
2023 12 238.26
2024 01 238.82
2024 02 239.19
2024 03 239.21
2024 04 239.87
2024 05 242.42
2024 06 244.13
2024 07 245.30
2024 08 245.63
2024 09 244.56
2024 10 241.53
2024 11 239.63
2024 12 238.88
2025 01 238.76
2025 02 239.65
2025 03 240.01
2025 04 240.22
2025 05 241.56
2025 06 244.21
2025 07 244.93
2025 08 244.84
2025 09 243.90
2025 10 241.62
2025 11 239.38
2025 12 237.24
2026 01 238.26
